animal,food,preference,time_of_day,timestamp
bird,Grape,3,Morning,2024-01-05 12:34:24
Dog,Banana,3,Evening,2024-06-07 00:30:43
bird,Watermelon,5,Morning,2024-01-20 11:19:45
Dog,Grape,4,Morning,2024-01-01 14:37:35
Cat,Orange,3,Evening,2024-03-10 01:39:22
Dog,Orange,2,Morning,2024-04-21 22:09:50
Dog,Orange,3,Morning,2024-02-08 23:19:26
Cat,Orange,2,Morning,2024-05-24 23:57:42
Cat,Banana,4,Morning,2024-06-25 17:55:04
Cat,Grape,3,Evening,2024-02-24 18:52:16
bird,Grape,2,Afternoon,2024-03-24 05:19:15
bird,Apple,5,Morning,2024-03-12 13:42:25
bird,Grape,3,Afternoon,2024-05-14 19:54:55
bird,Orange,1,Afternoon,2024-02-08 08:01:22
bird,Banana,3,Morning,2024-06-05 08:45:55
Dog,Watermelon,1,Morning,2024-06-19 21:54:26
Dog,Orange,5,Evening,2024-04-04 14:29:41
Dog,Orange,3,Evening,2024-07-17 02:05:07
bird,Orange,2,Evening,2024-06-06 00:58:17
Dog,Watermelon,3,Evening,2024-05-21 07:29:19
bird,Banana,2,Evening,2024-05-31 19:51:53
bird,Watermelon,3,Afternoon,2024-02-21 01:51:32
Dog,Banana,4,Afternoon,2024-03-05 03:02:56
Dog,Banana,5,Morning,2024-06-27 23:15:09
Cat,Apple,5,Evening,2024-01-08 22:53:36
Dog,Banana,4,Morning,2024-04-29 04:45:16
Cat,Orange,5,Morning,2024-07-05 11:48:31
Dog,Orange,2,Evening,2024-06-18 22:49:47
Cat,Orange,5,Evening,2024-03-11 23:33:55
Cat,Banana,1,Evening,2024-04-16 07:18:23
Dog,Grape,4,Evening,2024-01-05 23:49:32
bird,Orange,3,Morning,2024-04-18 22:21:20
Dog,Grape,1,Afternoon,2024-02-06 21:34:18
bird,Orange,5,Morning,2024-03-20 13:39:14
Dog,Grape,5,Morning,2024-04-02 06:27:02
Dog,Orange,3,Afternoon,2024-06-06 07:52:48
bird,Apple,3,Afternoon,2024-02-13 14:39:36
Dog,Banana,1,Afternoon,2024-06-01 08:57:42
Cat,Apple,5,Morning,2024-06-28 13:23:38
bird,Orange,2,Morning,2024-05-02 08:43:35
bird,Watermelon,2,Afternoon,2024-01-25 12:55:48
Dog,Grape,5,Evening,2024-03-01 19:53:01
bird,Apple,5,Evening,2024-03-24 04:06:27
Cat,Watermelon,1,Afternoon,2024-03-03 23:38:37
Dog,Grape,3,Evening,2024-04-28 08:41:07
Cat,Banana,5,Evening,2024-07-16 09:39:49
Cat,Watermelon,5,Afternoon,2024-07-16 08:05:17
Cat,Watermelon,3,Evening,2024-05-22 02:15:55
bird,Orange,1,Morning,2024-05-05 13:24:28
bird,Grape,2,Afternoon,2024-07-13 05:50:11
bird,Grape,5,Evening,2024-03-27 10:03:19
bird,Watermelon,1,Afternoon,2024-03-05 11:35:20
Cat,Apple,3,Evening,2024-03-24 05:13:38
bird,Grape,2,Evening,2024-01-31 18:09:02
Dog,Apple,1,Afternoon,2024-06-05 23:02:57
Cat,Apple,4,Afternoon,2024-05-27 15:35:40
Dog,Grape,3,Morning,2024-06-17 21:31:30
Dog,Apple,1,Afternoon,2024-06-06 16:59:50
bird,Watermelon,1,Morning,2024-03-19 14:23:55
Dog,Banana,4,Evening,2024-07-11 20:41:14
bird,Watermelon,4,Evening,2024-02-20 00:48:40
Cat,Grape,3,Afternoon,2024-01-02 22:51:56
bird,Orange,2,Evening,2024-01-18 08:24:09
Cat,Banana,4,Morning,2024-06-21 03:28:09
Cat,Banana,1,Evening,2024-07-06 01:23:08
Cat,Grape,1,Afternoon,2024-06-30 12:22:22
bird,Orange,1,Morning,2024-01-04 22:14:32
Dog,Watermelon,4,Evening,2024-02-23 00:09:41
Cat,Orange,3,Afternoon,2024-06-15 03:20:49
bird,Apple,4,Morning,2024-02-10 18:52:35
Cat,Grape,5,Afternoon,2024-07-08 19:34:21
Dog,Grape,1,Morning,2024-01-16 04:17:28
bird,Grape,1,Morning,2024-02-19 10:53:31
Dog,Grape,3,Afternoon,2024-04-20 19:18:57
Dog,Apple,1,Evening,2024-07-17 14:44:03
Cat,Banana,4,Evening,2024-05-24 00:40:00
bird,Watermelon,3,Evening,2024-06-18 20:24:57
Dog,Orange,1,Morning,2024-06-28 08:52:29
bird,Orange,3,Morning,2024-03-08 20:21:26
Cat,Banana,2,Afternoon,2024-04-30 17:06:34
Cat,Watermelon,5,Afternoon,2024-04-25 21:52:01
Dog,Apple,4,Afternoon,2024-06-01 00:53:11
bird,Banana,5,Morning,2024-06-03 02:16:15
Cat,Orange,1,Evening,2024-06-14 09:55:02
bird,Banana,2,Morning,2024-04-08 12:46:46
bird,Orange,2,Evening,2024-06-22 21:28:46
Cat,Orange,4,Morning,2024-03-03 04:35:42
Cat,Apple,4,Morning,2024-07-05 22:24:05
bird,Apple,4,Morning,2024-01-28 14:00:07
Cat,Apple,1,Afternoon,2024-06-30 21:20:42
Cat,Watermelon,3,Evening,2024-02-21 08:29:46
bird,Banana,3,Morning,2024-04-12 07:48:21
Dog,Grape,1,Morning,2024-07-06 18:28:24
bird,Watermelon,4,Morning,2024-06-21 23:29:35
Dog,Banana,3,Afternoon,2024-01-25 06:16:15
Dog,Apple,4,Morning,2024-06-03 05:11:20
Cat,Watermelon,2,Afternoon,2024-06-18 15:29:42
Dog,Grape,2,Evening,2024-01-17 11:46:26
Dog,Apple,1,Evening,2024-05-31 03:51:16
bird,Apple,2,Evening,2024-02-13 21:58:16
Cat,Watermelon,5,Afternoon,2024-02-29 18:43:33
Cat,Grape,3,Evening,2024-06-15 02:29:43
bird,Grape,2,Morning,2024-07-16 18:29:52
bird,Apple,3,Morning,2024-04-15 12:48:31
bird,Orange,5,Evening,2024-05-31 12:48:51
Dog,Grape,1,Afternoon,2024-03-16 01:57:18
Cat,Grape,3,Morning,2024-04-19 19:17:14
Cat,Apple,3,Morning,2024-05-09 18:01:56
Cat,Orange,5,Afternoon,2024-05-12 12:13:21
Dog,Banana,5,Afternoon,2024-02-18 15:18:46
Dog,Grape,3,Evening,2024-02-02 14:20:52
bird,Grape,3,Evening,2024-06-28 19:03:06
Cat,Banana,3,Morning,2024-01-02 03:54:57
Dog,Apple,5,Afternoon,2024-06-06 22:22:35
Cat,Watermelon,3,Morning,2024-04-07 23:15:50
Cat,Apple,5,Afternoon,2024-05-02 07:11:30
Cat,Apple,3,Afternoon,2024-03-16 14:23:51
Cat,Grape,4,Morning,2024-06-11 14:33:45
bird,Watermelon,2,Evening,2024-02-29 16:13:52
Cat,Apple,4,Morning,2024-06-07 23:48:06
Dog,Apple,5,Evening,2024-02-24 15:18:30
Dog,Banana,3,Morning,2024-03-23 13:36:43
Dog,Grape,5,Afternoon,2024-06-27 02:52:00
Dog,Orange,5,Afternoon,2024-05-21 01:47:39
Dog,Apple,2,Morning,2024-02-18 07:16:40
bird,Orange,2,Evening,2024-02-01 09:39:11
Dog,Orange,1,Evening,2024-04-17 04:17:50
bird,Grape,5,Evening,2024-03-19 09:06:22
Dog,Orange,4,Afternoon,2024-06-11 06:23:05
Dog,Orange,5,Evening,2024-05-27 22:45:20
Dog,Apple,5,Morning,2024-04-17 00:49:35
Cat,Grape,5,Afternoon,2024-01-18 14:14:03
Cat,Watermelon,5,Evening,2024-05-01 16:23:23
bird,Apple,1,Evening,2024-01-03 19:26:05
Cat,Grape,4,Morning,2024-06-03 07:06:39
Cat,Grape,2,Morning,2024-01-16 00:49:40
bird,Apple,5,Afternoon,2024-03-28 14:48:43
Cat,Grape,5,Morning,2024-04-30 13:31:05
Dog,Orange,2,Afternoon,2024-03-07 08:43:57
bird,Grape,1,Afternoon,2024-03-12 19:53:06
Cat,Grape,4,Evening,2024-03-02 00:12:22
Cat,Grape,2,Morning,2024-02-08 13:04:01
Dog,Watermelon,3,Morning,2024-03-25 11:52:28
Cat,Apple,4,Evening,2024-07-17 15:33:35
Dog,Banana,2,Morning,2024-02-15 04:50:45
Dog,Watermelon,1,Morning,2024-02-27 02:23:30
bird,Grape,2,Morning,2024-07-03 02:45:51
bird,Grape,4,Evening,2024-01-19 13:04:41
bird,Grape,1,Evening,2024-04-03 23:08:45
bird,Orange,4,Morning,2024-03-18 06:40:52
Dog,Banana,1,Afternoon,2024-04-07 09:17:08
bird,Watermelon,2,Evening,2024-04-04 04:40:13
Dog,Watermelon,5,Evening,2024-06-09 08:16:55
bird,Apple,3,Evening,2024-03-02 20:56:36
bird,Grape,4,Morning,2024-02-23 02:41:08
Dog,Apple,4,Evening,2024-06-08 11:33:37
Dog,Watermelon,5,Afternoon,2024-03-29 16:32:29
bird,Apple,4,Evening,2024-01-27 23:56:18
Dog,Watermelon,1,Evening,2024-06-22 21:53:11
Cat,Watermelon,2,Afternoon,2024-03-28 07:37:21
Dog,Banana,1,Evening,2024-04-23 00:49:22
Dog,Watermelon,4,Evening,2024-05-05 04:53:20
Dog,Orange,3,Morning,2024-04-12 16:30:16
Cat,Orange,1,Evening,2024-02-13 01:17:04
Dog,Banana,2,Morning,2024-04-18 13:58:15
bird,Grape,4,Evening,2024-07-01 06:18:32
bird,Watermelon,5,Afternoon,2024-05-10 07:08:55
bird,Orange,3,Afternoon,2024-02-23 00:10:07
Cat,Banana,3,Evening,2024-07-10 19:56:51
Dog,Banana,2,Morning,2024-06-28 17:31:14
Dog,Apple,2,Afternoon,2024-03-02 00:02:03
bird,Watermelon,2,Evening,2024-01-04 03:05:30
Dog,Watermelon,3,Evening,2024-04-09 05:07:21
Dog,Watermelon,5,Morning,2024-05-06 18:07:57
Dog,Banana,2,Morning,2024-05-16 22:36:25
Cat,Orange,3,Morning,2024-03-29 16:18:30
Cat,Banana,1,Morning,2024-04-07 18:19:19
bird,Apple,3,Evening,2024-01-22 07:25:43
Dog,Orange,2,Afternoon,2024-02-08 20:03:18
bird,Watermelon,3,Evening,2024-02-19 15:12:39
Dog,Banana,5,Afternoon,2024-04-15 03:08:48
Cat,Banana,4,Afternoon,2024-05-22 23:17:08
Cat,Apple,5,Morning,2024-03-15 00:10:26
Cat,Banana,5,Afternoon,2024-05-05 18:46:27
Cat,Orange,1,Afternoon,2024-07-08 04:06:19
bird,Watermelon,5,Afternoon,2024-04-09 15:43:00
bird,Grape,2,Evening,2024-04-27 01:02:22
Cat,Grape,2,Morning,2024-05-20 17:14:58
Dog,Banana,2,Afternoon,2024-02-18 04:01:13
Cat,Apple,2,Morning,2024-01-17 13:02:49
Cat,Grape,2,Afternoon,2024-03-04 06:13:04
Dog,Watermelon,3,Afternoon,2024-02-19 06:55:16
Cat,Grape,3,Evening,2024-03-04 00:46:42
bird,Orange,3,Morning,2024-02-17 01:33:49
bird,Watermelon,4,Evening,2024-04-02 10:57:48
bird,Grape,2,Evening,2024-07-04 13:08:14
Dog,Watermelon,5,Morning,2024-05-31 13:16:32
Cat,Banana,2,Afternoon,2024-05-07 23:06:23
Dog,Apple,5,Evening,2024-04-25 11:04:43
Dog,Apple,2,Evening,2024-06-22 11:50:32
Cat,Apple,1,Evening,2024-07-07 19:08:02
Cat,Watermelon,4,Afternoon,2024-06-02 16:53:56
Cat,Apple,3,Morning,2024-05-26 15:20:43
bird,Apple,5,Morning,2024-06-23 16:20:04
bird,Apple,3,Evening,2024-03-20 21:33:38
Cat,Banana,3,Evening,2024-04-17 20:31:08
Dog,Grape,4,Evening,2024-04-18 16:18:00
Dog,Grape,1,Afternoon,2024-03-08 18:57:28
Dog,Apple,4,Morning,2024-02-28 09:36:37
bird,Watermelon,4,Morning,2024-04-13 17:25:57
Dog,Orange,4,Morning,2024-02-10 19:52:27
Dog,Apple,1,Evening,2024-03-18 09:51:05
bird,Banana,5,Evening,2024-03-01 23:03:22
bird,Banana,3,Afternoon,2024-01-10 16:34:10
Cat,Watermelon,2,Evening,2024-02-14 04:58:25
bird,Grape,3,Morning,2024-02-19 02:44:52
bird,Grape,5,Afternoon,2024-03-16 10:39:42
bird,Orange,4,Morning,2024-01-14 18:55:05
Dog,Apple,1,Morning,2024-04-01 04:07:19
Dog,Grape,4,Afternoon,2024-04-14 06:21:37
Dog,Watermelon,2,Evening,2024-02-09 06:37:44
bird,Watermelon,2,Afternoon,2024-01-18 07:08:14
bird,Grape,5,Morning,2024-06-07 20:21:39
bird,Apple,2,Evening,2024-01-10 19:50:49
Cat,Grape,2,Morning,2024-05-25 16:18:16
Dog,Banana,4,Evening,2024-04-19 09:58:49
bird,Grape,5,Morning,2024-04-20 22:29:22
Dog,Orange,4,Afternoon,2024-02-07 07:10:32
bird,Watermelon,4,Morning,2024-06-20 18:32:42
bird,Grape,4,Evening,2024-07-03 17:17:06
Dog,Orange,5,Evening,2024-06-20 20:34:04
Dog,Watermelon,3,Evening,2024-07-05 23:47:46
Cat,Orange,5,Morning,2024-01-02 04:55:59
bird,Watermelon,4,Evening,2024-05-25 01:42:12
Dog,Banana,3,Evening,2024-04-15 20:45:21
bird,Banana,1,Morning,2024-01-20 23:12:42
Dog,Watermelon,4,Afternoon,2024-02-29 11:37:19
Dog,Watermelon,1,Morning,2024-03-22 13:25:55
bird,Apple,2,Afternoon,2024-03-12 10:47:13
bird,Orange,5,Evening,2024-02-20 08:57:29
Cat,Watermelon,1,Evening,2024-06-16 13:12:02
bird,Grape,1,Evening,2024-03-09 05:42:38
bird,Orange,5,Afternoon,2024-06-13 21:04:11
Dog,Grape,3,Evening,2024-04-12 08:30:14
bird,Grape,3,Afternoon,2024-06-14 04:35:41
Cat,Watermelon,3,Morning,2024-07-11 13:58:13
bird,Grape,3,Evening,2024-01-24 04:20:04
Cat,Grape,4,Evening,2024-03-16 06:37:02
Cat,Apple,3,Evening,2024-04-10 12:36:06
Cat,Orange,5,Afternoon,2024-05-14 22:26:08
bird,Grape,1,Afternoon,2024-06-11 03:16:09
Cat,Banana,3,Afternoon,2024-03-29 20:35:01
Dog,Banana,4,Morning,2024-01-21 09:00:00
Cat,Banana,2,Evening,2024-01-16 01:23:18
Dog,Grape,2,Evening,2024-04-06 05:58:13
bird,Banana,4,Morning,2024-03-01 10:37:47
bird,Grape,2,Morning,2024-06-16 16:47:42
Dog,Grape,4,Morning,2024-01-15 11:46:26
bird,Watermelon,1,Morning,2024-02-07 03:32:46
bird,Orange,4,Afternoon,2024-05-17 18:41:03
Dog,Orange,2,Evening,2024-06-04 01:11:33
bird,Watermelon,5,Afternoon,2024-01-19 22:20:38
Cat,Grape,4,Morning,2024-03-07 22:15:38
bird,Orange,4,Afternoon,2024-04-05 15:15:43
Dog,Watermelon,3,Afternoon,2024-01-24 06:46:31
Cat,Watermelon,1,Evening,2024-01-26 13:18:54
bird,Banana,5,Morning,2024-02-10 00:59:13
Cat,Orange,5,Morning,2024-06-01 11:23:12
bird,Watermelon,1,Evening,2024-04-04 18:34:49
Cat,Apple,2,Evening,2024-04-05 06:14:40
Dog,Banana,2,Evening,2024-05-04 09:32:12
Cat,Watermelon,2,Morning,2024-01-07 00:54:23
Cat,Banana,4,Morning,2024-02-18 22:41:06
Dog,Apple,4,Morning,2024-01-29 10:27:02
Cat,Apple,2,Morning,2024-02-13 13:27:49
Cat,Grape,2,Evening,2024-01-07 08:06:04
Cat,Apple,2,Afternoon,2024-01-22 15:28:26
Dog,Banana,1,Evening,2024-02-02 18:10:37
Cat,Apple,4,Morning,2024-01-22 20:46:05
Dog,Apple,4,Afternoon,2024-07-04 22:56:40
bird,Watermelon,2,Morning,2024-02-17 18:46:14
bird,Banana,3,Morning,2024-03-23 14:23:05
bird,Apple,3,Evening,2024-04-18 17:44:25
Dog,Banana,3,Afternoon,2024-03-04 17:06:08
Cat,Apple,4,Afternoon,2024-07-14 01:30:04
Cat,Apple,2,Evening,2024-04-03 19:52:22
Cat,Orange,4,Morning,2024-03-22 04:09:33
bird,Grape,4,Evening,2024-06-21 11:46:16
Dog,Grape,4,Afternoon,2024-04-06 20:18:17
bird,Banana,3,Afternoon,2024-02-09 15:02:55
Dog,Banana,1,Afternoon,2024-07-06 14:33:12
Dog,Orange,4,Afternoon,2024-03-09 17:27:38
Dog,Banana,1,Afternoon,2024-01-13 12:04:12
Cat,Grape,2,Morning,2024-07-17 16:26:17
Cat,Grape,3,Evening,2024-05-16 02:28:33
bird,Watermelon,1,Evening,2024-06-09 23:18:33
bird,Orange,5,Morning,2024-05-18 00:02:41
Cat,Banana,3,Afternoon,2024-07-13 08:22:20
Dog,Watermelon,5,Morning,2024-05-30 07:23:31
bird,Grape,3,Afternoon,2024-01-18 12:57:08
Cat,Orange,2,Afternoon,2024-01-15 17:00:51
bird,Grape,2,Evening,2024-07-15 12:29:56
Cat,Watermelon,5,Morning,2024-04-04 03:10:26
Dog,Orange,5,Afternoon,2024-04-03 18:06:09
Dog,Watermelon,3,Afternoon,2024-03-08 05:10:58
Cat,Banana,4,Morning,2024-04-10 03:11:58
bird,Watermelon,3,Afternoon,2024-05-21 03:24:57
bird,Grape,4,Evening,2024-01-28 13:17:24
bird,Apple,3,Evening,2024-04-19 09:28:16
Cat,Banana,3,Evening,2024-02-22 08:47:03
Cat,Orange,3,Evening,2024-03-07 06:55:01
Cat,Grape,4,Afternoon,2024-04-01 00:50:28
Cat,Orange,4,Afternoon,2024-06-12 23:55:09
Dog,Watermelon,4,Afternoon,2024-02-15 16:50:01
Cat,Banana,5,Afternoon,2024-01-17 15:21:27
bird,Watermelon,2,Evening,2024-01-24 18:23:23
Dog,Grape,2,Morning,2024-04-27 20:57:22
Cat,Watermelon,5,Afternoon,2024-03-21 19:36:08
Dog,Grape,4,Afternoon,2024-02-06 09:07:40
bird,Banana,2,Afternoon,2024-02-16 18:57:11
Cat,Banana,5,Morning,2024-02-20 04:47:09
Cat,Orange,2,Evening,2024-07-09 11:42:37
Dog,Orange,1,Morning,2024-06-29 18:17:35
bird,Grape,1,Evening,2024-02-10 05:33:37
bird,Apple,2,Morning,2024-01-05 02:13:42
bird,Grape,3,Evening,2024-04-16 10:54:45
bird,Grape,4,Morning,2024-07-11 07:42:06
bird,Banana,1,Morning,2024-03-13 11:46:57
bird,Watermelon,3,Morning,2024-05-12 06:50:01
bird,Orange,4,Evening,2024-03-25 17:40:26
Cat,Watermelon,1,Afternoon,2024-02-02 20:56:44
Dog,Apple,2,Morning,2024-04-16 06:05:17
Dog,Watermelon,3,Afternoon,2024-02-07 20:23:49
Dog,Orange,3,Afternoon,2024-01-12 07:44:40
Dog,Watermelon,4,Evening,2024-03-06 08:08:36
Dog,Orange,4,Evening,2024-01-18 04:25:45
Dog,Banana,3,Morning,2024-06-23 23:49:43
Dog,Watermelon,2,Morning,2024-01-19 10:34:44
bird,Banana,1,Afternoon,2024-05-04 18:01:55
Dog,Grape,3,Morning,2024-07-17 23:45:25
Cat,Orange,4,Evening,2024-02-05 08:11:17
bird,Watermelon,2,Evening,2024-05-24 05:51:24
Cat,Watermelon,3,Evening,2024-07-01 17:38:52
Dog,Watermelon,2,Morning,2024-07-12 18:40:49
Cat,Orange,4,Morning,2024-07-08 12:47:24
bird,Watermelon,3,Afternoon,2024-04-05 20:25:22
Dog,Orange,3,Morning,2024-03-01 02:19:20
Cat,Banana,1,Afternoon,2024-03-25 07:41:06
bird,Banana,5,Afternoon,2024-06-27 05:27:57
bird,Orange,2,Morning,2024-04-27 11:22:55
Cat,Apple,4,Morning,2024-02-13 06:58:57
Cat,Grape,4,Afternoon,2024-03-13 20:02:45
bird,Grape,3,Evening,2024-06-20 18:22:49
bird,Orange,4,Evening,2024-06-04 12:17:25
Dog,Banana,1,Afternoon,2024-06-13 13:56:41
Cat,Apple,5,Afternoon,2024-01-13 14:48:17
Dog,Orange,4,Afternoon,2024-07-03 17:35:19
bird,Banana,3,Afternoon,2024-01-28 11:24:56
bird,Watermelon,3,Evening,2024-06-23 20:34:42
Cat,Grape,5,Evening,2024-04-30 19:53:25
Dog,Orange,5,Evening,2024-02-28 16:54:36
bird,Watermelon,3,Evening,2024-07-16 11:52:53
Cat,Watermelon,3,Morning,2024-07-01 02:16:51
bird,Banana,4,Afternoon,2024-02-08 19:05:38
Dog,Watermelon,4,Evening,2024-01-23 11:31:14
Dog,Grape,1,Morning,2024-06-07 08:10:29
Cat,Orange,1,Evening,2024-06-05 07:09:35
Cat,Grape,1,Evening,2024-03-18 19:59:10
Dog,Orange,4,Evening,2024-07-01 22:15:05
bird,Orange,1,Morning,2024-06-26 14:03:20
Cat,Orange,5,Evening,2024-05-30 15:58:09
Dog,Banana,1,Morning,2024-01-15 09:51:27
Cat,Grape,1,Evening,2024-03-19 13:03:16
Dog,Grape,2,Evening,2024-07-10 09:43:10
Cat,Watermelon,5,Morning,2024-03-12 23:07:16
Cat,Banana,4,Morning,2024-05-12 20:35:09
Cat,Apple,2,Morning,2024-03-19 01:13:40
Cat,Grape,5,Morning,2024-04-14 09:55:00
Cat,Orange,5,Morning,2024-03-01 23:51:36
Dog,Banana,2,Afternoon,2024-05-12 07:46:41
Cat,Grape,2,Morning,2024-02-02 06:38:47
Dog,Apple,5,Evening,2024-07-10 22:12:57
bird,Apple,4,Morning,2024-04-08 11:54:11
bird,Orange,3,Morning,2024-04-27 16:11:51
bird,Banana,5,Afternoon,2024-03-08 16:20:01
Dog,Orange,4,Morning,2024-01-22 13:29:25
bird,Watermelon,1,Evening,2024-05-20 02:39:40
Dog,Banana,4,Evening,2024-06-19 15:06:51
Dog,Grape,2,Morning,2024-05-30 04:07:31
Cat,Orange,3,Morning,2024-05-12 12:45:24
bird,Grape,4,Morning,2024-01-23 20:20:07
Cat,Banana,1,Evening,2024-05-29 10:58:47
Dog,Apple,2,Evening,2024-05-15 12:22:27
Cat,Apple,4,Evening,2024-03-24 01:19:07
Dog,Banana,1,Morning,2024-01-26 03:04:25
bird,Apple,2,Evening,2024-03-18 14:32:19
bird,Orange,1,Afternoon,2024-01-25 12:30:56
bird,Orange,1,Morning,2024-02-25 19:11:55
Dog,Grape,5,Morning,2024-05-12 00:15:47
Cat,Banana,2,Morning,2024-03-30 18:37:44
bird,Watermelon,1,Morning,2024-06-22 05:13:27
Cat,Watermelon,5,Evening,2024-05-18 06:13:38
Dog,Apple,2,Morning,2024-02-27 13:22:24
Cat,Grape,2,Morning,2024-06-28 07:47:46
Dog,Orange,2,Evening,2024-01-28 00:07:34
Cat,Orange,2,Afternoon,2024-03-07 18:58:17
Cat,Banana,5,Evening,2024-01-12 15:05:27
bird,Grape,4,Morning,2024-06-08 13:02:16
Dog,Banana,3,Morning,2024-06-24 03:52:42
Cat,Orange,1,Evening,2024-07-15 08:19:58
Dog,Watermelon,2,Afternoon,2024-07-10 14:14:46
Cat,Apple,1,Afternoon,2024-01-01 01:12:34
Cat,Orange,5,Morning,2024-05-21 14:04:35
Dog,Banana,2,Morning,2024-06-06 13:15:13
Cat,Banana,3,Evening,2024-02-16 08:28:52
Dog,Watermelon,3,Evening,2024-04-21 07:08:18
Dog,Orange,2,Evening,2024-07-10 03:19:05
Cat,Banana,1,Evening,2024-03-10 19:51:19
Cat,Banana,5,Evening,2024-02-08 03:05:07
bird,Apple,1,Evening,2024-06-13 22:51:58
Dog,Apple,1,Afternoon,2024-02-09 14:22:40
Dog,Orange,5,Afternoon,2024-02-08 06:40:33
bird,Banana,4,Afternoon,2024-02-06 15:11:21
Cat,Grape,5,Afternoon,2024-02-13 01:44:21
Cat,Banana,4,Afternoon,2024-06-16 14:39:16
Dog,Banana,2,Evening,2024-02-21 19:51:11
Cat,Orange,2,Afternoon,2024-03-31 16:26:32
Dog,Banana,4,Morning,2024-04-07 03:02:25
Cat,Banana,5,Afternoon,2024-05-15 18:09:30
Dog,Apple,1,Evening,2024-05-01 08:43:35
Cat,Watermelon,2,Morning,2024-01-15 15:53:52
Cat,Apple,1,Afternoon,2024-07-03 15:39:36
Dog,Banana,2,Morning,2024-02-16 15:08:59
Dog,Grape,3,Afternoon,2024-04-19 18:50:39
Dog,Banana,5,Evening,2024-04-02 23:27:43
bird,Banana,2,Afternoon,2024-04-25 22:00:26
Cat,Grape,2,Morning,2024-04-24 23:40:06
Dog,Apple,2,Evening,2024-06-14 22:08:50
Dog,Watermelon,2,Afternoon,2024-06-06 06:27:02
bird,Orange,4,Evening,2024-06-23 18:46:15
Dog,Grape,2,Morning,2024-05-18 00:13:09
Cat,Watermelon,2,Morning,2024-04-26 10:56:58
Dog,Grape,4,Afternoon,2024-06-21 21:48:01
Cat,Banana,3,Morning,2024-04-07 00:47:27
Dog,Watermelon,3,Afternoon,2024-04-10 19:44:17
Dog,Orange,4,Evening,2024-04-18 22:31:00
Dog,Watermelon,3,Afternoon,2024-03-20 14:29:31
Dog,Apple,1,Evening,2024-07-03 16:24:39
Dog,Grape,2,Evening,2024-05-28 23:27:30
Cat,Apple,1,Morning,2024-03-18 01:22:51
Dog,Watermelon,2,Evening,2024-05-08 19:02:01
Cat,Orange,1,Afternoon,2024-04-18 05:16:30
Cat,Apple,1,Evening,2024-05-17 11:29:06
Dog,Orange,3,Morning,2024-06-24 04:44:51
bird,Orange,3,Evening,2024-03-22 09:57:08
bird,Grape,4,Evening,2024-02-21 12:56:43
Dog,Banana,2,Afternoon,2024-07-08 17:00:05
bird,Banana,2,Afternoon,2024-03-31 21:44:25
bird,Orange,5,Evening,2024-04-19 03:53:25
bird,Banana,1,Afternoon,2024-06-11 05:53:39
Cat,Apple,1,Evening,2024-02-04 02:13:35
Dog,Orange,1,Morning,2024-06-22 12:50:33
bird,Apple,3,Evening,2024-02-04 13:08:34
bird,Banana,3,Morning,2024-01-16 15:53:03
Dog,Watermelon,5,Morning,2024-02-10 03:13:55
Dog,Orange,1,Evening,2024-05-05 13:27:11
bird,Watermelon,3,Afternoon,2024-04-21 09:58:15
Cat,Apple,5,Evening,2024-03-13 05:34:44
Dog,Orange,2,Evening,2024-01-04 10:56:14
Cat,Banana,2,Afternoon,2024-07-12 23:51:12
Cat,Banana,5,Afternoon,2024-06-21 22:58:58
bird,Grape,5,Morning,2024-02-20 10:07:56
Cat,Banana,3,Evening,2024-02-06 10:36:46
bird,Apple,4,Evening,2024-04-10 06:29:19
Cat,Watermelon,2,Evening,2024-03-12 22:22:34
Dog,Apple,4,Afternoon,2024-04-17 05:12:04
Dog,Orange,2,Evening,2024-02-15 23:49:16
Dog,Banana,2,Afternoon,2024-02-16 21:11:25
Cat,Grape,4,Afternoon,2024-04-30 14:10:31
Cat,Orange,1,Evening,2024-03-25 05:43:51
Cat,Apple,4,Evening,2024-01-03 01:24:25
Cat,Banana,3,Morning,2024-02-02 23:01:46
bird,Orange,5,Morning,2024-01-29 21:49:46
Dog,Banana,5,Afternoon,2024-05-22 06:49:21
bird,Apple,1,Evening,2024-01-09 19:53:18
Dog,Watermelon,4,Afternoon,2024-04-01 06:34:09
Dog,Grape,5,Afternoon,2024-03-18 10:13:39
bird,Watermelon,2,Afternoon,2024-02-04 13:51:19
bird,Apple,5,Evening,2024-02-23 00:49:57
Cat,Apple,2,Morning,2024-04-22 22:07:19
bird,Watermelon,5,Morning,2024-05-16 20:42:03
Dog,Apple,1,Evening,2024-01-16 17:31:40
Cat,Grape,3,Evening,2024-04-14 01:27:18
Cat,Grape,5,Morning,2024-01-22 12:33:44
Cat,Banana,1,Morning,2024-06-07 23:27:14
Cat,Orange,3,Morning,2024-04-28 04:41:51
Dog,Banana,3,Afternoon,2024-05-27 07:26:07
bird,Grape,4,Evening,2024-07-14 03:22:04
Dog,Watermelon,2,Morning,2024-04-25 15:58:40
bird,Orange,5,Evening,2024-06-06 17:59:53
Cat,Orange,4,Evening,2024-07-09 16:08:39
bird,Banana,4,Evening,2024-03-06 01:55:52
Cat,Grape,4,Morning,2024-05-13 13:46:59
Cat,Orange,4,Morning,2024-03-20 18:25:55
Cat,Orange,4,Afternoon,2024-05-08 18:43:56
